"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2019","3,900.33","3,896.58","3,953.23","3,875.45","153.87K","0.28%"
"04/26/2019","3,889.27","3,921.89","3,943.83","3,887.25","142.01K","-1.33%"
"04/25/2019","3,941.82","4,013.60","4,022.56","3,938.33","159.72K","-2.19%"
"04/24/2019","4,030.09","4,033.63","4,044.34","3,967.81","145.50K","0.28%"
"04/23/2019","4,019.01","4,021.63","4,061.09","4,005.28","155.61K","-0.16%"
"04/22/2019","4,025.61","4,125.97","4,126.09","4,015.47","189.35K","-2.31%"
"04/19/2019","4,120.61","4,076.30","4,120.64","4,046.20","150.80K","1.19%"
"04/18/2019","4,072.08","4,085.11","4,094.05","4,056.24","146.56K","-0.37%"
"04/17/2019","4,087.24","4,080.72","4,106.62","4,057.50","180.37K","0.04%"
"04/16/2019","4,085.79","3,958.10","4,085.79","3,943.49","202.04K","2.77%"
"04/15/2019","3,975.52","4,056.49","4,085.39","3,974.23","182.65K","-0.33%"
"04/12/2019","3,988.62","3,986.78","4,006.93","3,961.46","135.86K","-0.22%"
"04/11/2019","3,997.58","4,083.46","4,097.12","3,990.24","169.05K","-2.16%"
"04/10/2019","4,085.85","4,062.44","4,115.38","4,035.47","194.69K","0.26%"
"04/09/2019","4,075.43","4,063.81","4,084.24","4,038.28","182.96K","0.45%"
"04/08/2019","4,057.23","4,097.10","4,122.60","4,017.49","267.51K","-0.12%"
"04/04/2019","4,062.23","4,039.74","4,072.11","4,021.71","260.41K","1.00%"
"04/03/2019","4,022.16","3,947.87","4,026.50","3,939.78","231.92K","1.28%"
"04/02/2019","3,971.29","3,986.34","3,988.10","3,956.51","226.00K","-0.07%"
"04/01/2019","3,973.93","3,901.17","3,982.91","3,901.17","271.38K","2.62%"
"03/29/2019","3,872.34","3,739.77","3,876.38","3,739.77","215.64K","3.86%"
"03/28/2019","3,728.40","3,731.06","3,755.72","3,710.08","133.27K","-0.40%"
"03/27/2019","3,743.39","3,724.41","3,750.26","3,703.45","138.76K","1.16%"
"03/26/2019","3,700.44","3,766.53","3,770.84","3,687.55","173.05K","-1.13%"
"03/25/2019","3,742.83","3,776.44","3,807.18","3,741.61","198.59K","-2.37%"
"03/22/2019","3,833.80","3,838.13","3,845.58","3,786.59","171.36K","-0.08%"
"03/21/2019","3,836.89","3,840.28","3,864.07","3,823.47","196.31K","0.04%"
"03/20/2019","3,835.44","3,825.34","3,855.15","3,790.51","175.63K","0.04%"
"03/19/2019","3,833.96","3,856.59","3,868.34","3,815.22","181.73K","-0.46%"
"03/18/2019","3,851.75","3,753.64","3,851.75","3,733.68","216.93K","2.85%"
"03/15/2019","3,745.01","3,713.94","3,782.24","3,713.94","175.18K","1.26%"
"03/14/2019","3,698.49","3,710.29","3,747.82","3,673.85","190.82K","-0.69%"
"03/13/2019","3,724.19","3,758.71","3,763.09","3,708.81","233.68K","-0.83%"
"03/12/2019","3,755.35","3,758.32","3,804.72","3,723.68","274.93K","0.68%"
"03/11/2019","3,729.95","3,663.98","3,731.91","3,650.81","230.91K","1.98%"
"03/08/2019","3,657.58","3,721.40","3,774.54","3,656.19","317.99K","-3.97%"
"03/07/2019","3,808.85","3,841.15","3,845.18","3,778.80","329.85K","-1.02%"
"03/06/2019","3,848.09","3,822.86","3,855.16","3,787.52","318.08K","0.84%"
"03/05/2019","3,816.01","3,785.38","3,816.16","3,770.79","230.85K","0.58%"
"03/04/2019","3,794.10","3,783.04","3,886.58","3,764.78","323.49K","1.18%"
"03/01/2019","3,749.71","3,699.22","3,749.71","3,668.77","204.71K","2.19%"
"02/28/2019","3,669.37","3,675.26","3,695.46","3,650.05","184.81K","-0.25%"
"02/27/2019","3,678.39","3,682.81","3,737.63","3,638.33","286.24K","-0.17%"
"02/26/2019","3,684.69","3,734.71","3,762.11","3,679.27","358.04K","-1.20%"
"02/25/2019","3,729.48","3,575.85","3,729.48","3,574.69","342.56K","5.95%"
"02/22/2019","3,520.12","3,439.38","3,520.12","3,417.98","187.24K","2.25%"
"02/21/2019","3,442.71","3,450.14","3,500.25","3,431.63","180.14K","-0.27%"
"02/20/2019","3,451.93","3,449.93","3,463.77","3,421.51","147.39K","0.36%"
"02/19/2019","3,439.61","3,454.72","3,480.79","3,419.07","179.08K","-0.18%"
"02/18/2019","3,445.74","3,366.42","3,445.74","3,366.42","182.89K","3.21%"
"02/15/2019","3,338.70","3,391.24","3,395.03","3,335.87","143.67K","-1.86%"
"02/14/2019","3,402.14","3,392.85","3,415.40","3,381.98","151.13K","0.15%"
"02/13/2019","3,397.03","3,337.78","3,405.58","3,329.14","163.83K","2.00%"
"02/12/2019","3,330.34","3,306.35","3,335.36","3,298.63","122.23K","0.72%"
"02/11/2019","3,306.47","3,239.81","3,307.06","3,239.81","98.82K","1.82%"
"02/01/2019","3,247.40","3,225.73","3,247.50","3,207.72","82.02K","1.43%"
"01/31/2019","3,201.63","3,182.70","3,216.07","3,178.01","86.25K","1.05%"
"01/30/2019","3,168.48","3,181.66","3,202.90","3,167.89","63.75K","-0.80%"
"01/29/2019","3,193.97","3,177.26","3,200.99","3,148.23","77.66K","0.32%"
"01/28/2019","3,183.78","3,203.12","3,228.87","3,174.72","82.62K","-0.02%"
"01/25/2019","3,184.47","3,165.18","3,203.17","3,164.41","83.97K","0.81%"
"01/24/2019","3,158.78","3,146.60","3,165.63","3,125.30","72.94K","0.56%"
"01/23/2019","3,141.05","3,136.10","3,157.63","3,131.87","59.87K","-0.07%"
"01/22/2019","3,143.32","3,181.95","3,181.95","3,135.34","72.99K","-1.33%"
"01/21/2019","3,185.64","3,170.88","3,199.21","3,170.88","93.92K","0.55%"
"01/18/2019","3,168.17","3,124.50","3,171.69","3,120.35","103.96K","1.82%"
"01/17/2019","3,111.42","3,132.63","3,141.71","3,110.06","80.18K","-0.55%"
"01/16/2019","3,128.65","3,126.13","3,135.01","3,117.29","80.21K","0.02%"
"01/15/2019","3,127.99","3,071.52","3,129.37","3,064.67","88.77K","1.96%"
"01/14/2019","3,067.78","3,092.50","3,097.41","3,064.38","66.12K","-0.87%"
"01/11/2019","3,094.78","3,082.26","3,102.83","3,071.03","71.79K","0.72%"
"01/10/2019","3,072.69","3,077.48","3,092.54","3,062.57","85.27K","-0.19%"
"01/09/2019","3,078.48","3,065.23","3,117.96","3,062.85","107.36K","1.01%"
"01/08/2019","3,047.70","3,049.87","3,055.51","3,038.53","86.17K","-0.22%"
"01/07/2019","3,054.30","3,055.15","3,061.75","3,035.91","101.16K","0.61%"
"01/04/2019","3,035.87","2,940.19","3,036.81","2,935.83","103.32K","2.40%"
"01/03/2019","2,964.84","2,963.02","3,000.44","2,953.25","70.87K","-0.16%"
"01/02/2019","2,969.54","3,017.07","3,018.78","2,958.49","68.66K","-1.37%"
"12/28/2018","3,010.65","2,994.80","3,024.35","2,984.82","71.05K","0.67%"
"12/27/2018","2,990.51","3,042.95","3,047.23","2,990.51","80.54K","-0.38%"
"12/26/2018","3,002.03","3,012.87","3,029.06","2,996.48","55.65K","-0.51%"
"12/25/2018","3,017.28","3,006.88","3,030.14","2,964.88","78.69K","-0.69%"
"12/24/2018","3,038.20","3,015.50","3,040.35","3,007.33","57.30K","0.29%"
"12/21/2018","3,029.40","3,055.33","3,057.40","3,007.61","76.76K","-1.24%"
"12/20/2018","3,067.42","3,083.54","3,097.72","3,044.29","69.75K","-0.77%"
"12/19/2018","3,091.13","3,133.74","3,137.01","3,086.76","55.52K","-1.19%"
"12/18/2018","3,128.43","3,139.95","3,165.00","3,114.47","63.82K","-1.04%"
"12/17/2018","3,161.20","3,158.28","3,167.51","3,134.37","66.50K","-0.15%"
"12/14/2018","3,165.91","3,207.35","3,210.72","3,165.91","84.30K","-1.67%"
"12/13/2018","3,219.69","3,178.89","3,234.08","3,169.42","90.44K","1.55%"
"12/12/2018","3,170.61","3,181.57","3,182.21","3,160.28","53.31K","0.34%"
"12/11/2018","3,159.82","3,148.23","3,161.96","3,143.61","53.22K","0.48%"
"12/10/2018","3,144.76","3,153.52","3,170.15","3,134.38","63.44K","-1.16%"
"12/07/2018","3,181.56","3,187.49","3,193.82","3,176.71","53.36K","0.00%"
"12/06/2018","3,181.67","3,218.11","3,223.52","3,179.89","76.33K","-2.16%"
"12/05/2018","3,252.00","3,224.26","3,266.90","3,219.98","76.15K","-0.48%"
"12/04/2018","3,267.71","3,256.23","3,267.94","3,243.70","79.42K","0.21%"
"12/03/2018","3,260.95","3,260.69","3,273.64","3,228.36","121.49K","2.78%"
"11/30/2018","3,172.69","3,136.20","3,175.15","3,132.42","70.92K","1.12%"
"11/29/2018","3,137.65","3,198.83","3,204.86","3,137.65","80.50K","-1.30%"
"11/28/2018","3,178.93","3,137.75","3,179.41","3,126.62","74.88K","1.33%"
"11/27/2018","3,137.24","3,152.77","3,162.01","3,126.29","55.41K","-0.13%"
"11/26/2018","3,141.24","3,148.67","3,169.44","3,131.64","59.38K","-0.07%"
"11/23/2018","3,143.48","3,208.59","3,212.20","3,139.39","84.64K","-2.21%"
"11/22/2018","3,214.43","3,232.97","3,235.45","3,199.70","65.10K","-0.37%"
"11/21/2018","3,226.49","3,187.10","3,230.26","3,185.24","84.12K","0.25%"
"11/20/2018","3,218.41","3,268.08","3,278.78","3,213.68","109.36K","-2.31%"
"11/19/2018","3,294.60","3,258.79","3,294.60","3,251.07","115.96K","1.13%"
"11/16/2018","3,257.67","3,242.88","3,282.39","3,223.72","126.88K","0.47%"
"11/15/2018","3,242.37","3,201.28","3,242.38","3,198.78","98.56K","1.17%"
"11/14/2018","3,204.94","3,233.64","3,239.24","3,200.23","113.81K","-1.00%"
"11/13/2018","3,237.38","3,164.92","3,254.77","3,161.10","126.49K","1.01%"
"11/12/2018","3,205.14","3,160.25","3,206.51","3,152.44","88.06K","1.19%"
"11/09/2018","3,167.44","3,193.30","3,193.30","3,166.31","84.28K","-1.41%"
"11/08/2018","3,212.77","3,251.73","3,253.57","3,207.71","76.42K","-0.28%"
"11/07/2018","3,221.91","3,243.88","3,270.50","3,218.42","91.62K","-0.65%"
"11/06/2018","3,243.15","3,254.98","3,254.98","3,213.89","83.87K","-0.60%"
"11/05/2018","3,262.84","3,269.47","3,279.88","3,230.36","109.71K","-0.83%"
"11/02/2018","3,290.25","3,258.61","3,290.25","3,222.44","153.47K","3.56%"
"11/01/2018","3,177.03","3,185.20","3,217.80","3,173.10","132.65K","0.74%"
"10/31/2018","3,153.82","3,116.66","3,168.92","3,106.03","111.21K","1.40%"
"10/30/2018","3,110.26","3,061.93","3,146.63","3,050.77","116.07K","1.08%"
"10/29/2018","3,076.89","3,157.49","3,158.81","3,062.58","91.84K","-3.05%"
"10/26/2018","3,173.64","3,204.28","3,218.10","3,151.92","101.30K","-0.65%"
"10/25/2018","3,194.31","3,107.84","3,197.32","3,099.89","106.95K","0.19%"
"10/24/2018","3,188.20","3,169.46","3,245.40","3,164.29","110.91K","0.15%"
"10/23/2018","3,183.43","3,273.13","3,276.02","3,163.57","121.01K","-2.66%"
"10/22/2018","3,270.27","3,159.56","3,297.38","3,159.56","145.86K","4.32%"
"10/19/2018","3,134.95","3,017.75","3,137.75","3,009.50","98.84K","2.97%"
"10/18/2018","3,044.39","3,097.79","3,097.79","3,043.38","73.77K","-2.37%"
"10/17/2018","3,118.25","3,140.68","3,149.13","3,062.55","76.84K","0.56%"
"10/16/2018","3,100.97","3,128.58","3,166.09","3,089.37","68.89K","-0.81%"
"10/15/2018","3,126.45","3,173.85","3,183.13","3,120.23","69.61K","-1.40%"
"10/12/2018","3,170.73","3,123.37","3,184.12","3,094.97","98.61K","1.49%"
"10/11/2018","3,124.11","3,179.54","3,209.52","3,099.04","120.94K","-4.80%"
"10/10/2018","3,281.60","3,295.43","3,315.73","3,256.58","64.49K","-0.22%"
"10/09/2018","3,288.69","3,290.17","3,309.80","3,276.13","66.72K","-0.07%"
"10/08/2018","3,290.90","3,361.56","3,364.46","3,285.25","97.89K","-4.30%"
"09/28/2018","3,438.86","3,409.96","3,444.99","3,404.70","84.38K","1.04%"
"09/27/2018","3,403.59","3,415.95","3,423.71","3,394.73","69.77K","-0.40%"
"09/26/2018","3,417.24","3,388.56","3,448.26","3,383.24","93.17K","1.11%"
"09/25/2018","3,379.80","3,375.97","3,394.38","3,367.03","69.06K","-0.90%"
"09/21/2018","3,410.49","3,320.70","3,410.49","3,307.77","108.42K","3.03%"
"09/20/2018","3,310.13","3,314.88","3,332.31","3,303.07","64.56K","-0.07%"
"09/19/2018","3,312.48","3,262.00","3,335.99","3,258.31","89.17K","1.32%"
"09/18/2018","3,269.43","3,193.64","3,270.11","3,193.64","70.43K","2.01%"
"09/17/2018","3,204.92","3,224.93","3,230.79","3,200.51","52.26K","-1.15%"
"09/14/2018","3,242.09","3,242.83","3,254.10","3,227.94","60.13K","0.17%"
"09/13/2018","3,236.57","3,239.69","3,249.59","3,191.40","67.29K","1.08%"
"09/12/2018","3,202.02","3,216.99","3,225.60","3,194.98","54.63K","-0.69%"
"09/11/2018","3,224.21","3,229.71","3,245.62","3,209.11","58.49K","-0.18%"
"09/10/2018","3,230.07","3,271.38","3,277.88","3,227.85","63.82K","-1.45%"
"09/07/2018","3,277.64","3,273.89","3,316.61","3,253.72","63.95K","0.45%"
"09/06/2018","3,262.88","3,286.66","3,311.50","3,253.76","62.30K","-1.07%"
"09/05/2018","3,298.14","3,349.70","3,354.20","3,298.14","64.30K","-1.95%"
"09/04/2018","3,363.90","3,324.19","3,370.96","3,307.96","67.09K","1.27%"
"09/03/2018","3,321.82","3,320.69","3,325.61","3,291.78","66.43K","-0.38%"
"08/31/2018","3,334.50","3,333.38","3,356.58","3,310.87","76.21K","-0.50%"
"08/30/2018","3,351.09","3,385.81","3,402.56","3,349.47","68.39K","-1.05%"
"08/29/2018","3,386.57","3,393.05","3,398.71","3,377.12","67.02K","-0.40%"
"08/28/2018","3,400.17","3,408.15","3,416.59","3,388.81","75.45K","-0.19%"
"08/27/2018","3,406.57","3,339.39","3,406.57","3,339.26","94.27K","2.44%"
"08/24/2018","3,325.33","3,308.48","3,353.04","3,291.87","63.77K","0.16%"
"08/23/2018","3,320.03","3,308.46","3,336.11","3,285.81","61.11K","0.37%"
"08/22/2018","3,307.95","3,328.97","3,328.97","3,299.39","50.79K","-0.56%"
"08/21/2018","3,326.65","3,271.84","3,331.71","3,270.03","75.21K","1.82%"
"08/20/2018","3,267.25","3,238.22","3,267.25","3,209.01","70.90K","1.17%"
"08/17/2018","3,229.62","3,305.90","3,311.57","3,224.10","67.40K","-1.44%"
"08/16/2018","3,276.73","3,251.86","3,315.20","3,231.56","76.55K","-0.46%"
"08/15/2018","3,291.98","3,371.96","3,372.14","3,288.71","68.17K","-2.40%"
"08/14/2018","3,372.91","3,386.48","3,391.73","3,356.61","60.65K","-0.51%"
"08/13/2018","3,390.34","3,369.98","3,396.19","3,336.70","76.19K","-0.43%"
"08/10/2018","3,405.02","3,398.41","3,424.04","3,380.57","68.97K","0.22%"
"08/09/2018","3,397.53","3,303.48","3,408.39","3,299.62","91.96K","2.50%"
"08/08/2018","3,314.51","3,362.15","3,368.16","3,311.77","79.29K","-1.61%"
"08/07/2018","3,368.87","3,284.98","3,368.96","3,263.50","91.78K","2.92%"
"08/06/2018","3,273.27","3,312.82","3,344.25","3,257.69","77.98K","-1.27%"
"08/03/2018","3,315.28","3,366.66","3,381.34","3,315.20","70.80K","-1.65%"
"08/02/2018","3,370.96","3,434.35","3,434.35","3,322.10","101.31K","-2.22%"
"08/01/2018","3,447.39","3,530.03","3,543.61","3,446.78","90.35K","-2.00%"
"07/31/2018","3,517.66","3,510.47","3,528.15","3,493.15","67.98K","0.07%"
"07/30/2018","3,515.08","3,520.85","3,550.90","3,489.55","82.12K","-0.17%"
"07/27/2018","3,521.23","3,533.77","3,545.41","3,512.70","70.18K","-0.42%"
"07/26/2018","3,536.25","3,583.32","3,593.92","3,528.64","90.35K","-1.16%"
"07/25/2018","3,577.75","3,589.51","3,589.98","3,566.31","96.76K","-0.11%"
"07/24/2018","3,581.71","3,530.66","3,596.51","3,530.66","156.91K","1.59%"
"07/23/2018","3,525.75","3,471.86","3,527.53","3,464.65","119.04K","0.94%"
"07/20/2018","3,492.89","3,426.46","3,505.93","3,398.95","101.99K","1.88%"
"07/19/2018","3,428.34","3,444.80","3,466.51","3,417.96","68.48K","-0.09%"
"07/18/2018","3,431.32","3,456.61","3,479.26","3,430.16","66.53K","-0.52%"
"07/17/2018","3,449.38","3,466.42","3,467.19","3,420.97","61.98K","-0.65%"
"07/16/2018","3,472.09","3,488.97","3,506.24","3,459.73","68.28K","-0.59%"
"07/13/2018","3,492.69","3,488.50","3,499.76","3,474.91","72.96K","0.33%"
"07/12/2018","3,481.06","3,403.33","3,499.10","3,403.33","96.35K","2.16%"
"07/11/2018","3,407.53","3,398.93","3,427.57","3,375.14","72.04K","-1.73%"
"07/10/2018","3,467.52","3,464.91","3,474.14","3,437.27","69.55K","0.24%"
"07/09/2018","3,459.18","3,378.91","3,459.32","3,378.91","76.60K","2.80%"
"07/06/2018","3,365.12","3,347.06","3,396.25","3,295.73","86.10K","0.68%"
"07/05/2018","3,342.44","3,365.55","3,398.49","3,330.71","81.59K","-0.63%"
"07/04/2018","3,363.75","3,398.78","3,418.33","3,359.09","75.16K","-1.34%"
"07/03/2018","3,409.28","3,410.48","3,422.04","3,319.29","95.28K","0.04%"
"07/02/2018","3,407.96","3,504.46","3,506.90","3,383.50","84.35K","-2.93%"
"06/29/2018","3,510.98","3,431.96","3,512.38","3,425.22","77.26K","2.55%"
"06/28/2018","3,423.53","3,434.94","3,477.06","3,416.95","75.92K","-1.03%"
"06/27/2018","3,459.26","3,525.13","3,537.66","3,441.78","81.49K","-2.03%"
"06/26/2018","3,531.11","3,521.59","3,541.78","3,478.21","84.99K","-0.82%"
"06/25/2018","3,560.48","3,625.80","3,631.03","3,559.03","79.88K","-1.34%"
"06/22/2018","3,608.90","3,567.89","3,609.08","3,542.46","75.12K","0.44%"
"06/21/2018","3,592.97","3,633.56","3,673.56","3,589.49","93.91K","-1.17%"
"06/20/2018","3,635.44","3,602.55","3,649.34","3,578.17","86.72K","0.40%"
"06/19/2018","3,621.12","3,702.67","3,712.82","3,583.02","160.71K","-3.53%"
"06/15/2018","3,753.43","3,763.04","3,780.34","3,737.43","85.49K","-0.53%"
"06/14/2018","3,773.37","3,774.64","3,808.16","3,759.25","68.47K","-0.40%"
"06/13/2018","3,788.34","3,814.62","3,817.45","3,782.07","66.38K","-0.98%"
"06/12/2018","3,825.95","3,783.19","3,830.47","3,765.26","73.21K","1.22%"
"06/11/2018","3,779.98","3,770.21","3,792.55","3,756.51","68.71K","0.01%"
"06/08/2018","3,779.62","3,819.45","3,819.46","3,759.27","83.34K","-1.34%"
"06/07/2018","3,831.01","3,846.94","3,859.85","3,827.69","80.26K","-0.17%"
"06/06/2018","3,837.35","3,839.68","3,848.33","3,830.90","73.12K","-0.21%"
"06/05/2018","3,845.32","3,811.29","3,845.56","3,800.93","78.69K","0.99%"
"06/04/2018","3,807.58","3,785.19","3,813.41","3,776.62","76.62K","0.98%"
"06/01/2018","3,770.59","3,789.67","3,802.54","3,753.84","77.82K","-0.84%"
"05/31/2018","3,802.38","3,749.30","3,804.79","3,742.53","92.67K","2.12%"
"05/30/2018","3,723.37","3,755.18","3,767.89","3,722.07","87.91K","-2.12%"
"05/29/2018","3,804.01","3,824.19","3,841.78","3,800.67","81.55K","-0.76%"
"05/28/2018","3,833.26","3,816.26","3,846.55","3,799.32","71.52K","0.44%"
"05/25/2018","3,816.50","3,823.74","3,841.12","3,804.13","70.84K","-0.28%"
"05/24/2018","3,827.22","3,853.29","3,859.10","3,823.92","68.35K","-0.71%"
"05/23/2018","3,854.58","3,898.27","3,898.27","3,854.58","83.72K","-1.32%"
"05/22/2018","3,906.21","3,918.82","3,918.82","3,881.17","75.37K","-0.38%"
"05/21/2018","3,921.24","3,925.54","3,937.46","3,913.60","92.64K","0.47%"
"05/18/2018","3,903.06","3,860.16","3,903.06","3,841.90","72.61K","1.01%"
"05/17/2018","3,864.05","3,895.49","3,899.51","3,858.85","59.03K","-0.74%"
"05/16/2018","3,892.84","3,909.82","3,923.34","3,889.19","71.91K","-0.80%"
"05/15/2018","3,924.10","3,920.14","3,924.34","3,892.92","76.05K","0.38%"
"05/14/2018","3,909.29","3,886.87","3,919.30","3,886.87","81.98K","0.94%"
"05/11/2018","3,872.84","3,902.15","3,903.34","3,871.95","73.36K","-0.52%"
"05/10/2018","3,893.06","3,882.84","3,894.49","3,867.31","70.67K","0.55%"
"05/09/2018","3,871.62","3,876.13","3,878.94","3,855.74","66.71K","-0.18%"
"05/08/2018","3,878.68","3,834.61","3,892.07","3,833.73","94.22K","1.16%"
"05/07/2018","3,834.19","3,782.54","3,834.59","3,776.03","87.29K","1.58%"
"05/04/2018","3,774.60","3,784.32","3,801.52","3,770.94","71.55K","-0.49%"
"05/03/2018","3,793.00","3,756.17","3,797.53","3,732.37","93.96K","0.78%"
"05/02/2018","3,763.65","3,769.93","3,787.30","3,744.55","83.30K","0.18%"
"04/27/2018","3,756.88","3,771.04","3,776.98","3,714.64","89.53K","0.04%"
"04/26/2018","3,755.49","3,823.39","3,828.71","3,744.89","87.15K","-1.91%"
"04/25/2018","3,828.70","3,824.59","3,838.69","3,817.03","78.17K","-0.38%"
"04/24/2018","3,843.49","3,769.88","3,854.43","3,769.88","114.22K","2.05%"
"04/23/2018","3,766.33","3,754.69","3,787.40","3,735.18","90.36K","0.15%"
"04/20/2018","3,760.85","3,801.21","3,815.44","3,750.10","99.28K","-1.34%"
"04/19/2018","3,811.84","3,774.78","3,824.03","3,767.80","99.05K","1.21%"
"04/18/2018","3,766.28","3,785.31","3,789.66","3,708.11","106.68K","0.47%"
"04/17/2018","3,748.64","3,812.87","3,822.63","3,745.44","90.61K","-1.58%"
"04/16/2018","3,808.86","3,862.47","3,869.16","3,789.61","99.22K","-1.61%"
"04/13/2018","3,871.14","3,920.74","3,929.95","3,866.19","71.54K","-0.71%"
"04/12/2018","3,898.64","3,935.67","3,937.78","3,896.18","82.70K","-1.01%"
"04/11/2018","3,938.34","3,934.17","3,958.71","3,924.96","111.93K","0.28%"
"04/10/2018","3,927.17","3,860.72","3,927.42","3,851.80","106.17K","1.93%"
"04/09/2018","3,852.93","3,851.95","3,870.67","3,827.41","84.11K","-0.05%"
"04/04/2018","3,854.86","3,873.63","3,898.61","3,852.50","88.73K","-0.20%"
"04/03/2018","3,862.48","3,850.15","3,878.15","3,839.93","95.14K","-0.63%"
"04/02/2018","3,886.92","3,897.01","3,937.02","3,882.89","111.24K","-0.30%"
"03/30/2018","3,898.50","3,893.75","3,915.35","3,879.21","97.51K","0.11%"
"03/29/2018","3,894.05","3,854.59","3,913.96","3,794.26","116.63K","1.34%"
"03/28/2018","3,842.72","3,865.05","3,907.28","3,835.88","101.50K","-1.80%"
"03/27/2018","3,913.27","3,927.49","3,936.78","3,881.87","113.70K","0.86%"
"03/26/2018","3,879.89","3,862.69","3,883.90","3,829.92","115.14K","-0.64%"
"03/23/2018","3,904.94","3,896.74","3,928.51","3,834.94","180.08K","-2.87%"
"03/22/2018","4,020.35","4,062.07","4,072.38","4,003.72","89.10K","-1.00%"
"03/21/2018","4,061.05","4,097.02","4,110.12","4,046.24","97.61K","-0.41%"
"03/20/2018","4,077.70","4,045.74","4,080.19","4,040.31","80.61K","0.08%"
"03/19/2018","4,074.25","4,054.62","4,074.52","4,033.52","81.50K","0.44%"
"03/16/2018","4,056.42","4,096.89","4,110.05","4,055.82","84.90K","-0.97%"
"03/15/2018","4,096.16","4,058.71","4,098.99","4,058.71","88.16K","0.56%"
"03/14/2018","4,073.34","4,076.06","4,089.09","4,066.49","99.01K","-0.44%"
"03/13/2018","4,091.25","4,124.33","4,130.28","4,087.56","111.77K","-0.88%"
"03/12/2018","4,127.67","4,130.71","4,139.53","4,112.77","140.91K","0.46%"
"03/09/2018","4,108.87","4,088.07","4,110.67","4,076.45","113.70K","0.77%"
"03/08/2018","4,077.60","4,038.95","4,078.23","4,029.71","91.16K","1.01%"
"03/07/2018","4,036.65","4,063.50","4,089.70","4,027.94","106.95K","-0.74%"
"03/06/2018","4,066.56","4,034.99","4,067.55","3,998.93","138.76K","1.21%"
"03/05/2018","4,018.10","4,021.66","4,042.83","3,995.87","87.95K","0.04%"
"03/02/2018","4,016.46","4,014.95","4,044.42","4,006.94","96.17K","-0.81%"
"03/01/2018","4,049.09","3,994.87","4,061.03","3,986.89","110.20K","0.63%"
"02/28/2018","4,023.64","4,016.79","4,051.71","3,991.71","109.34K","-0.87%"
"02/27/2018","4,058.98","4,120.87","4,120.87","4,051.81","125.93K","-1.44%"
"02/26/2018","4,118.42","4,093.40","4,128.74","4,048.98","137.88K","1.16%"
"02/23/2018","4,071.09","4,061.75","4,085.20","4,035.23","99.46K","0.45%"
"02/22/2018","4,052.73","4,020.97","4,058.79","4,009.92","105.81K","2.16%"
"02/14/2018","3,966.96","3,945.09","3,971.40","3,923.13","71.08K","0.80%"
"02/13/2018","3,935.63","3,925.60","3,986.98","3,925.60","112.57K","1.17%"
"02/12/2018","3,890.10","3,846.27","3,907.84","3,828.07","116.18K","1.29%"
"02/09/2018","3,840.65","3,896.17","3,911.29","3,759.15","206.35K","-4.27%"
"02/08/2018","4,012.05","4,022.88","4,071.67","3,974.68","159.27K","-0.95%"
"02/07/2018","4,050.50","4,205.74","4,212.57","4,048.42","203.13K","-2.37%"
"02/06/2018","4,148.89","4,182.33","4,211.52","4,131.56","214.91K","-2.93%"
"02/05/2018","4,274.15","4,204.46","4,274.15","4,200.14","161.35K","0.07%"
"02/02/2018","4,271.23","4,213.94","4,271.76","4,181.78","146.07K","0.60%"
"02/01/2018","4,245.90","4,276.34","4,287.39","4,214.29","190.00K","-0.70%"
"01/31/2018","4,275.90","4,234.11","4,287.86","4,232.77","145.21K","0.47%"
"01/30/2018","4,256.10","4,286.68","4,308.51","4,251.57","139.04K","-1.07%"
"01/29/2018","4,302.02","4,387.06","4,395.91","4,287.11","191.10K","-1.81%"
"01/26/2018","4,381.30","4,352.22","4,403.34","4,351.49","177.23K","0.37%"
"01/25/2018","4,365.08","4,381.98","4,392.20","4,336.24","195.38K","-0.57%"
"01/24/2018","4,389.89","4,389.45","4,397.82","4,349.09","219.82K","0.17%"
"01/23/2018","4,382.61","4,346.89","4,383.57","4,346.79","201.87K","1.06%"
"01/22/2018","4,336.60","4,276.48","4,338.48","4,275.90","174.64K","1.19%"
"01/19/2018","4,285.40","4,281.94","4,316.57","4,269.62","209.49K","0.33%"
"01/18/2018","4,271.42","4,259.38","4,292.64","4,246.68","172.03K","0.55%"
"01/17/2018","4,248.12","4,261.78","4,283.34","4,230.54","214.31K","-0.24%"
"01/16/2018","4,258.47","4,215.62","4,260.21","4,213.13","161.50K","0.79%"
"01/15/2018","4,225.24","4,229.84","4,262.93","4,216.36","170.91K","0.01%"
"01/12/2018","4,225.00","4,205.14","4,227.39","4,199.03","111.36K","0.46%"
"01/11/2018","4,205.59","4,197.11","4,211.80","4,181.96","121.58K","-0.05%"
"01/10/2018","4,207.81","4,187.20","4,211.05","4,175.14","151.12K","0.44%"
"01/09/2018","4,189.30","4,157.54","4,191.28","4,153.50","139.03K","0.70%"
"01/08/2018","4,160.16","4,140.85","4,166.32","4,127.31","173.88K","0.52%"
"01/05/2018","4,138.75","4,133.34","4,151.28","4,123.28","149.01K","0.24%"
"01/04/2018","4,128.81","4,114.12","4,137.64","4,105.89","134.54K","0.42%"
"01/03/2018","4,111.39","4,091.46","4,140.05","4,088.73","151.85K","0.59%"
"01/02/2018","4,087.40","4,045.21","4,087.78","4,045.21","146.94K","1.40%"
