,age,health_status,health_care_cost,kid_num,income,con_base,own_bef,house_fund_balance,long_term_bond,equity_return,p_long_term_bond,p_equity_return,debt_commerical,debt_house_fund,house_price,single_child_spend,house_cost,loan_ratio,house_fund_withdraw,house_fund_loan_pay,house_commerical_loan_pay,long_term_bond_saving,equity_return_saving,p_long_term_bond_saving,p_equity_return_saving,wealth,non_consumption,house_size,reward
30,55,1.0,752.7370392861861,2,844883.4444305554,225913.00183410378,1,508105.43270555465,191670.7676099455,6739075.724985844,128424.54769491106,150786.88955135425,0.0,0.0,76556.40935027336,276433.3382720904,0.0,0.0,0.0,0.0,0.0,2386834.1199681014,-2557644.372081345,7748.598575592041,5366.540193557739,7240401.884971517,448959.1441911822,0.3976669672446233,-8.581860898762717e-09
31,56,1.0,752.7370392861861,2,5801477.150828563,229374.995348681,1,540858.8415430761,2568529.9069044297,4300810.664048154,129489.64206561737,158824.54307539362,0.0,0.0,78357.56560118224,835597.5061525325,0.0,0.0,0.0,0.0,0.0,-1866460.4874923644,4798571.008417487,8920.754671096802,4046.6212034225464,7188814.971566888,1184451.5046845688,0.3976669672446233,-2.0340271452993305e-09
32,57,1.0,752.7370392861861,2,10056342.179267779,236194.119103603,1,574613.5179088056,568397.3081117212,9175568.353753367,131671.46260948892,165684.66056804,0.0,0.0,80201.09797536704,1277329.4169166314,0.0,0.0,0.0,0.0,0.0,1354006.472469009,4296518.750207024,8282.52625465393,4597.856640815735,10073215.11244417,1837525.0028237272,0.3976669672446233,-1.0600692585149673e-09
33,58,1.0,752.7370392861861,2,992866.8653581769,241267.73798000428,1,609725.200177342,1892823.0978608257,13634627.647222336,133101.50785634838,173217.5370027941,0.0,0.0,82088.00346341253,572258.723352406,0.0,0.0,0.0,0.0,0.0,4551733.833740985,-5851627.5988365635,7680.943965911865,5441.976070404053,15866413.477326768,1134367.5266733412,0.3976669672446233,-2.1687114691546005e-09
34,59,1.0,752.7370392861861,2,0.0,0.0,1,646046.4779788894,6346050.132389942,8024530.567206148,133855.54802231182,181727.9739555601,0.0,0.0,84019.30251227823,820951.785679678,0.0,0.0,0.0,0.0,0.0,-5043992.261547987,2060157.223667223,7485.382318496704,5026.667833328247,14719575.922794027,1329419.4163695835,0.3976669672446233,-1.7137282665715857e-09
35,60,0.74,1859.910469038566,2,946192.221589122,0.0,1,0.0,971081.4921058789,10226838.283085905,130343.541046031,184274.6449263636,0.0,0.0,85996.03957716063,435181.14672470046,0.0,0.0,0.0,0.0,0.0,4557790.389591042,-5343117.582992627,-46673.87739702957,-99330.49831323199,11546735.745417876,1005301.5867825295,0.3976669672446233,-2.8835676242713828e-09
36,61,1.0,-1324.3976033575575,2,287040.62401196425,0.0,1,0.0,5478334.602397369,5064883.95737585,76886.29068567687,88208.47855868145,0.0,0.0,88019.28368633929,502492.5691087605,0.0,0.0,0.0,0.0,0.0,-3326291.721034904,1647487.0653370116,-33020.337133499524,-38005.819027473546,10743315.690620167,1033210.6952566663,0.3976669672446233,-2.491151135944384e-09
37,62,0.74,0.0,2,287796.49425241235,0.0,1,0.0,1866937.9461449692,6802092.875163977,39864.6169205191,51765.2280253299,0.0,0.0,90090.12901931214,239234.17240528538,0.0,0.0,0.0,0.0,0.0,1980733.9653394017,-2979267.808848731,-17750.57032603418,-19813.044069576183,8796486.534640582,845425.6073467814,0.3976669672446233,-3.728705300260073e-09
38,25,1.0,816.5519428598986,2,14155855.01314156,29981.399999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38240.257,1003349.7526152878,906276.7246985361,0.6195314407348633,0.0,0.0,0.0,967223.5082551441,9757469.79490338,8648.590564727783,4474.456429481506,801010.4160225131,504245.88111685216,55.055230761667254,-9.065046067079787e-15
39,26,1.0,816.5519428598986,2,518440.10305061657,153929.79372922864,1,2998.14,967223.5082551441,9757469.79490338,8648.590564727783,4474.456429481506,1259343.657497948,44972.1,39003.139434640725,585896.0813458334,0.0,0.0,1095.5804491245747,39031.78733548511,273516.82638879516,1446798.6380178933,-5001781.423915261,8898.675441741943,3779.5300483703613,11850848.867453719,2576682.93554819,55.055230761667254,-8.055208397311619e-16
40,27,1.0,816.5519428598986,2,4362543.370929467,155656.87177830088,1,17333.590114815797,2363685.6455128393,4928536.963237563,17097.173776679523,8333.249187465513,1028217.3848468463,6076.93985579873,39920.77320203049,535922.163116967,0.0,0.0,1869.304620768533,4971.47305104844,238960.03510071378,-568667.4716315344,1455872.9532846743,6489.617586135864,4043.007016181946,8691174.104210043,2150082.1829662216,55.055230761667254,-1.0537266579107112e-15
41,28,1.0,816.5519428598986,2,444318.0293165566,156721.68041291926,1,31339.2583817583,1672006.6216947045,6471716.451072039,22697.015732851243,12523.875489761047,823195.4157852161,1130.8925412595465,40859.99632918851,458003.3568207866,0.0,0.0,369.2550195177497,964.4324246600905,185234.2697487822,-202321.5324800494,-2440365.987675832,7917.255163192749,3973.872184753418,9762936.726798424,1972461.7093861343,55.055230761667254,-1.197563476571221e-15
42,29,1.0,816.5519428598986,2,50178.98294171372,161023.6687435899,1,47261.571470777286,1382670.0793332057,4145993.640498607,29433.066813089063,16719.60178178816,665393.4753160006,170.28869928124348,41821.31672580882,298746.93040800974,0.0,0.0,57.11772354495365,144.6742959605049,151215.9312689628,-498194.0562170303,-1461426.375056427,7718.512058258057,4013.676881790161,7340985.249547211,1248453.324674865,55.055230761667254,-2.3608846501796147e-15
43,30,1.0,816.5519428598986,2,103529.56976981611,55963.69150104942,1,64250.90969653597,812518.7419338695,2758011.441618095,35619.815440298975,21029.45793574554,536287.1784410605,26.20353459711556,42805.25427827793,196356.83340648105,0.0,0.0,8.507473680465202,22.497961297839062,119744.28534560345,-144903.07584721968,-1099142.8484812817,8248.940706253052,3906.322717666626,5549374.580730398,822131.736085355,55.055230761667254,-4.388521393727791e-15
44,31,1.0,816.5519428598986,2,23046.15181818297,86036.96369442648,1,71123.61941741756,625330.3512793572,1707725.3680808842,42015.02031064279,25308.306843136652,434454.2374985616,3.7908014851598573,43812.341104441744,80260.71253914341,0.0,0.0,1.2852068252277107,1.7085779053910612,159969.25446552833,579742.702481501,-1119438.1177623556,2968.526065349579,8210.711002349854,4526187.628809765,230254.67517358286,55.055230761667254,-2.901175014613029e-14
45,32,1.0,816.5519428598986,2,1727.94926351939,33419.10782871478,1,81148.47726424683,1172529.446582681,618538.739748775,42796.98960040118,33967.34167510963,286287.8373034537,2.130114722103478,44843.12184137733,62647.46421320247,0.0,0.0,0.459677071179616,0.9807096385407446,140060.97816292587,-255554.37859102234,-148228.34724299802,7407.963037490845,6460.033893585205,4184165.148732586,125469.69860170566,55.055230761667254,-7.142654096854985e-14
46,33,1.0,816.5519428598986,2,66081.26644723209,34303.84182875708,1,86112.88872179064,855953.9810791741,481267.49280858267,47977.700410146266,41029.08981201776,152514.61408357052,1.1758414004846764,45898.15393993509,41249.51281537369,0.0,0.0,0.18080255028904052,0.5967275079175633,108649.13459684043,-87808.40117199847,-125349.08887319511,8560.694217681885,4567.281246185303,3907409.433269403,74145.65293315315,55.055230761667254,-1.559136408784432e-13
